id,label,timeset,url,category
487,Regarding runtime permission model in Android M,,/questions/41206938/regarding-runtime-permission-model-in-android-m,android
488,Why there's some “noise” around the edge of my loading gif on my website?,,/questions/41206937/why-theres-some-noise-around-the-edge-of-my-loading-gif-on-my-website,gif
489,Make a List of String array from a List of String using LINQ,,/questions/41206934/make-a-list-of-string-array-from-a-list-of-string-using-linq,c#
490,Android : Google Plus Login,,/questions/41206444/android-google-plus-login,java
491,apply complex formula to datatable,,/questions/41206318/apply-complex-formula-to-datatable,c#
492,Button to hide element in expandablelistview child,,/questions/41206214/button-to-hide-element-in-expandablelistview-child,java
493,Betting the sports data,,/questions/41207168/betting-the-sports-data,r
494,Error loading Alamofire in swift 3,,/questions/41207167/error-loading-alamofire-in-swift-3,swift
495,Does poll/epoll handling is in interrupt context?,,/questions/41207165/does-poll-epoll-handling-is-in-interrupt-context,linux
496,Solving A value is trying to be set on a copy of a slice from a DataFrame,,/questions/41207160/solving-a-value-is-trying-to-be-set-on-a-copy-of-a-slice-from-a-dataframe,python
497,tracking GPS data flow on windows ce application,,/questions/41206814/tracking-gps-data-flow-on-windows-ce-application,windows-ce
498,Eclipse pstmt SQL query error,,/questions/41206813/eclipse-pstmt-sql-query-error,java
499,getElementbyId in typeScript is not working as I want it to,,/questions/41206812/getelementbyid-in-typescript-is-not-working-as-i-want-it-to,typescript
500,DateFormatter date from string returns nil,,/questions/41206810/dateformatter-date-from-string-returns-nil,ios
501,psutil: Measuring the cpu usage of a specific process,,/questions/41206809/psutil-measuring-the-cpu-usage-of-a-specific-process,python
502,How do you use Hash DRBG?,,/questions/41206802/how-do-you-use-hash-drbg,c
503,What happens before onResume() after click home button and press power button respectively?,,/questions/41206675/what-happens-before-onresume-after-click-home-button-and-press-power-button-re,android
504,Valgrind: Invalid Read of Size 8 when freeing a linked list in C,,/questions/41206673/valgrind-invalid-read-of-size-8-when-freeing-a-linked-list-in-c,c
505,Why is the data not getting appended to the table?,,/questions/41206672/why-is-the-data-not-getting-appended-to-the-table,javascript
506,HTML Canvas: Delay Animation,,/questions/41206577/html-canvas-delay-animation,javascript
507,What's the best way to implement Activation Maximization in Tensorflow?,,/questions/41206576/whats-the-best-way-to-implement-activation-maximization-in-tensorflow,tensorflow
508,Azure Function Compiler Issues,,/questions/41206933/azure-function-compiler-issues,c#
509,Restore frame to window in pyqt,,/questions/41206930/restore-frame-to-window-in-pyqt,python
510,Regular Expression to validate email address and allow only with .com and .asia,,/questions/41206920/regular-expression-to-validate-email-address-and-allow-only-with-com-and-asia,regex
511,"php , You have an error in your SQL syntax",,/questions/41206918/php-you-have-an-error-in-your-sql-syntax,php
512,readChar in R from stdin,,/questions/41206443/readchar-in-r-from-stdin,r
513,How to get IEditorOperations from IVsTextView?,,/questions/41206441/how-to-get-ieditoroperations-from-ivstextview,visual-studio
514,Unable to load leaftlet map,,/questions/41206437/unable-to-load-leaftlet-map,leaflet
515,"what difficulties we mostly face, while writing OWL",,/questions/41206431/what-difficulties-we-mostly-face-while-writing-owl,semantic-web
516,How to get Table Html except first row,,/questions/41206428/how-to-get-table-html-except-first-row,javascript
517,Plotting arbitrary Boolean Function using python Plotly,,/questions/41206317/plotting-arbitrary-boolean-function-using-python-plotly,python
518,How can I map a string and compare with another string?,,/questions/41206315/how-can-i-map-a-string-and-compare-with-another-string,android
519,How to grouping two or many image to one image in golang?,,/questions/41206312/how-to-grouping-two-or-many-image-to-one-image-in-golang,image-processing
520,Remove a specific commit but keep all the commits afterward,,/questions/41206311/remove-a-specific-commit-but-keep-all-the-commits-afterward,git
521,Eclipse CDT setting up MinGW PATH variable,,/questions/41206212/eclipse-cdt-setting-up-mingw-path-variable,path
522,How can I apply deep learning to find similar entries in DB?,,/questions/41206210/how-can-i-apply-deep-learning-to-find-similar-entries-in-db,machine-learning
523,Creating RedhawkSDR component using liquid-dsp library,,/questions/41206208/creating-redhawksdr-component-using-liquid-dsp-library,liquid
524,How can I force to load a class that is only shown with the effect of JQuery in my Mediaquery?,,/questions/41207155/how-can-i-force-to-load-a-class-that-is-only-shown-with-the-effect-of-jquery-in,javascript
525,How to solve quasi-tridiagonal linear systems of equations?,,/questions/41207152/how-to-solve-quasi-tridiagonal-linear-systems-of-equations,matlab
526,Undefined index on inner join,,/questions/41207151/undefined-index-on-inner-join,php
527,How should I handle multiple threads accessing a sqlite database in Python?,,/questions/41206800/how-should-i-handle-multiple-threads-accessing-a-sqlite-database-in-python,python
528,React JS app funny behavior in chorme and firefox,,/questions/41206798/react-js-app-funny-behavior-in-chorme-and-firefox,javascript
529,Select Javascript created element in Selenium Python,,/questions/41206797/select-javascript-created-element-in-selenium-python,javascript
530,RealmResult contains data but size() returns zero,,/questions/41206796/realmresult-contains-data-but-size-returns-zero,realm-java
531,How to debug visual studio solution with command line arguments?,,/questions/41206794/how-to-debug-visual-studio-solution-with-command-line-arguments,visual-studio
532,JFileChooser open button validation,,/questions/41206573/jfilechooser-open-button-validation,java
533,Crystal C bindings: using fopen,,/questions/41206572/crystal-c-bindings-using-fopen,crystal-lang
534,LINQ compare 2 diffrent fields from 2 aliases ERROR,,/questions/41206571/linq-compare-2-diffrent-fields-from-2-aliases-error,linq
535,Count value is changed when tableview is scrolling,,/questions/41206915/count-value-is-changed-when-tableview-is-scrolling,ios
536,Laravel 5.2 whereBetween not working,,/questions/41206914/laravel-5-2-wherebetween-not-working,php
537,Logistic Regression in python using Logit() and fit(),,/questions/41206911/logistic-regression-in-python-using-logit-and-fit,python
538,AppRTC server setup,,/questions/41206909/apprtc-server-setup,android
539,Why SQL Server trigger does not fire after insert using Entity Framework?,,/questions/41206426/why-sql-server-trigger-does-not-fire-after-insert-using-entity-framework,c#
540,Hiding rows from gridview based on a value from field in that row,,/questions/41206424/hiding-rows-from-gridview-based-on-a-value-from-field-in-that-row,c#
541,Sql query using subquery,,/questions/41206421/sql-query-using-subquery,mysql
542,Navigation Bar - React Native,,/questions/41206310/navigation-bar-react-native,react-native
543,c++ take half-word from integer variable when displayed in hex,,/questions/41206306/c-take-half-word-from-integer-variable-when-displayed-in-hex,c++
544,UnicodeDecodeError: 'utf-8' codec can't decode byte 0x8b in position 1: invalid start byte,,/questions/41206304/unicodedecodeerror-utf-8-codec-cant-decode-byte-0x8b-in-position-1-invalid,python
545,GA: show active users on my website without asking the user to connect any google account?,,/questions/41206206/ga-show-active-users-on-my-website-without-asking-the-user-to-connect-any-googl,google-api
546,How to query/search/retrieve an Edge with a pair of Vertices in OrientDB using Java API?,,/questions/41206205/how-to-query-search-retrieve-an-edge-with-a-pair-of-vertices-in-orientdb-using-j,java
547,C# use DLL functions dynamically,,/questions/41206202/c-sharp-use-dll-functions-dynamically,c#
548,Transitioning from FBSDKLoginButton click to a TabBarController not working,,/questions/41206198/transitioning-from-fbsdkloginbutton-click-to-a-tabbarcontroller-not-working,ios
549,"Batch update returned unexpected row count from update [0]; actual row count: 0; expected: 1 , when i submit to jsp to database i got this exception",,/questions/41206196/batch-update-returned-unexpected-row-count-from-update-0-actual-row-count-0,spring-mvc
550,Syntax error when adding Runnable in static initializer with javassist,,/questions/41207149/syntax-error-when-adding-runnable-in-static-initializer-with-javassist,javassist
551,Can we use loopback addresses for two-nodes heartbeat communication?,,/questions/41207147/can-we-use-loopback-addresses-for-two-nodes-heartbeat-communication,networking
552,Unable to complete a Custom Filter Pipe in Angular 2,,/questions/41207146/unable-to-complete-a-custom-filter-pipe-in-angular-2,angular2
553,the setColorFilter doesn't work in onTabSelected event in android 5,,/questions/41206792/the-setcolorfilter-doesnt-work-in-ontabselected-event-in-android-5,android
554,Javascript Function test each array and return all in array,,/questions/41206790/javascript-function-test-each-array-and-return-all-in-array,javascript
555,How can I integrate wordpress into laravel,,/questions/41206570/how-can-i-integrate-wordpress-into-laravel,wordpress
556,above the fold-Prioritize visible content,,/questions/41206569/above-the-fold-prioritize-visible-content,javascript
557,what is org.hibernate.criterion.Example class?,,/questions/41206568/what-is-org-hibernate-criterion-example-class,java
558,C++: what does a method with return type as the class name return?,,/questions/41206907/c-what-does-a-method-with-return-type-as-the-class-name-return,c++
559,how to configure weblogic to resolve SSL_ERROR_WEAK_SERVER_EPHEMERAL_DH_KEY?,,/questions/41206906/how-to-configure-weblogic-to-resolve-ssl-error-weak-server-ephemeral-dh-key,java
560,Java - Creating object for child class w.r.t parent class reference [duplicate],,/questions/41206419/java-creating-object-for-child-class-w-r-t-parent-class-reference,java
561,Ideal Spring Session Timeout Configuration,,/questions/41206416/ideal-spring-session-timeout-configuration,spring
562,C++ Template Metaprogramming: How does int*** work?,,/questions/41206412/c-template-metaprogramming-how-does-int-work,c++
563,PHP PDO execute() and fetch() on boolean,,/questions/41206411/php-pdo-execute-and-fetch-on-boolean,php
564,max value from dictionary,,/questions/41206303/max-value-from-dictionary,python
565,How can I add to this? [on hold],,/questions/41206300/how-can-i-add-to-this,java
566,"Error in seq.default(1, 1, length.out = nrow(x)) : argument 'length.out' must be of length 1",,/questions/41206194/error-in-seq-default1-1-length-out-nrowx-argument-length-out-must-be,r
567,unexpected Error in reduce,,/questions/41206193/unexpected-error-in-reduce,pyspark
568,C# - Advice on producer/consumer option for giant lists of API calls?,,/questions/41206189/c-sharp-advice-on-producer-consumer-option-for-giant-lists-of-api-calls,c#
569,The RxCoreData UI is not updated,,/questions/41206188/the-rxcoredata-ui-is-not-updated,ios
570,GET request with fetch polyfill gives “SyntaxError: Unexpected end of input”,,/questions/41207139/get-request-with-fetch-polyfill-gives-syntaxerror-unexpected-end-of-input,javascript
571,Add row to a table ANDROID [duplicate],,/questions/41207131/add-row-to-a-table-android,java
572,"How do I specify OrderedDict K,V types for Mypy type annotation?",,/questions/41207128/how-do-i-specify-ordereddict-k-v-types-for-mypy-type-annotation,python
573,Javascript - what does != -1 do in this function [duplicate],,/questions/41206789/javascript-what-does-1-do-in-this-function,javascript
574,How to get one month ago's timestamp from today's last second?,,/questions/41206787/how-to-get-one-month-agos-timestamp-from-todays-last-second,ios
575,Reset Root password of Fedora linux,,/questions/41206786/reset-root-password-of-fedora-linux,linux
576,netbeans: generating random key?,,/questions/41207614/netbeans-generating-random-key,java
577,Gridview with Templatefields to PDF using itextsharp,,/questions/41206109/gridview-with-templatefields-to-pdf-using-itextsharp,c#
578,Directory size not consistent with what it should be,,/questions/41206566/directory-size-not-consistent-with-what-it-should-be,java
579,Use iphone to connect to Wi-Fi and share connection to USB,,/questions/41206903/use-iphone-to-connect-to-wi-fi-and-share-connection-to-usb,ios
580,Unable to FTP from Ubuntu to WIndows 8.1,,/questions/41206902/unable-to-ftp-from-ubuntu-to-windows-8-1,linux
581,"Return the sum of the numbers in the array, returning 0 for an empty array. Except the number 13 is very unlucky",,/questions/41206899/return-the-sum-of-the-numbers-in-the-array-returning-0-for-an-empty-array-exce,java
582,jsp servlet with bean MVC architecture,,/questions/41206410/jsp-servlet-with-bean-mvc-architecture,java
583,Changing permissions for media items stored in s3,,/questions/41206409/changing-permissions-for-media-items-stored-in-s3,ruby
584,"how to get the filename along with absolute path to the file, whenever a new file is created using inode in linux?",,/questions/41206408/how-to-get-the-filename-along-with-absolute-path-to-the-file-whenever-a-new-fil,linux
585,I was Using Eclipse neon and after a restart i got this error [ Unable to obtain result of 'adb version'],,/questions/41206407/i-was-using-eclipse-neon-and-after-a-restart-i-got-this-error-unable-to-obtain,android
586,"Jsp Page Show İ, Ü AS Ä On Server",,/questions/41206404/jsp-page-show-%c4%b0-%c3%9c-as-%c3%84-on-server,javascript
587,Tensorflow meets an error when rotating images,,/questions/41206294/tensorflow-meets-an-error-when-rotating-images,tensorflow
588,"I am trying to build some calculator. Ignore the bad conventions, can someone tell me why all the numbers my functions return are so wrong? [on hold]",,/questions/41206293/i-am-trying-to-build-some-calculator-ignore-the-bad-conventions-can-someone-te,c
589,focal statistics for array in numpy just like the focal statistics in arcigs,,/questions/41206291/focal-statistics-for-array-in-numpy-just-like-the-focal-statistics-in-arcigs,python
590,How to update with new values line by line into the System.Speech.Recognition gammar list,,/questions/41206187/how-to-update-with-new-values-line-by-line-into-the-system-speech-recognition-ga,c#
591,"ASP.NET MVC 5 index view with pagelist, need to include a partial view for search but error [duplicate]",,/questions/41206186/asp-net-mvc-5-index-view-with-pagelist-need-to-include-a-partial-view-for-searc,c#
592,JavaScript dropdown menu not working as expected,,/questions/41207121/javascript-dropdown-menu-not-working-as-expected,javascript
593,Android app finding path to SD card,,/questions/41207117/android-app-finding-path-to-sd-card,java
594,Protecting Routes in a Polymer Starter Kit App,,/questions/41207108/protecting-routes-in-a-polymer-starter-kit-app,firebase
595,Issue in service workers in chrome,,/questions/41206785/issue-in-service-workers-in-chrome,javascript
596,How to get all posts from facebook? [on hold],,/questions/41206782/how-to-get-all-posts-from-facebook,php
597,Get sources of gradle software component for javadoc task,,/questions/41207613/get-sources-of-gradle-software-component-for-javadoc-task,java
598,Share queue with two or more stateful services within Service Fabric,,/questions/41207612/share-queue-with-two-or-more-stateful-services-within-service-fabric,c#
599,Parent key not found (oracle),,/questions/41207611/parent-key-not-found-oracle,oracle
600,Rest Application At any rest client “Get” Response is application/pdf( ask to download pdf). But in code response is below pdf value.,,/questions/41206107/rest-application-at-any-rest-client-get-response-is-application-pdf-ask-to-do,java
601,best way to create online subscription-based software [on hold],,/questions/41206103/best-way-to-create-online-subscription-based-software,c#
602,Transform RealmResult in same background thread with RxJava,,/questions/41206101/transform-realmresult-in-same-background-thread-with-rxjava,java
603,How do I open an URL in iOS using iFrames,,/questions/41206100/how-do-i-open-an-url-in-ios-using-iframes,javascript
604,Bypassing a decorator for unit testing,,/questions/41206565/bypassing-a-decorator-for-unit-testing,python
605,Why do we need & at some place and not in the other place when calling functions when both are taking pointer type arguments?,,/questions/41206564/why-do-we-need-at-some-place-and-not-in-the-other-place-when-calling-functions,c
606,Wampserver does not run on windows 8.1,,/questions/41206898/wampserver-does-not-run-on-windows-8-1,windows-8.1
607,is there memory leak when STL returns “bad_alloc” exception?,,/questions/41206895/is-there-memory-leak-when-stl-returns-bad-alloc-exception,c++
608,i was writing a nested layout for my android app but xml is not working,,/questions/41206399/i-was-writing-a-nested-layout-for-my-android-app-but-xml-is-not-working,android-layout
609,Error when compare a current text with the data store inside my database,,/questions/41206398/error-when-compare-a-current-text-with-the-data-store-inside-my-database,c#
610,Modular exponentiation - get initial number,,/questions/41206394/modular-exponentiation-get-initial-number,python
611,Errror while using a SQLite database [duplicate],,/questions/41206288/errror-while-using-a-sqlite-database,java
612,How to clone old builder to make a new builder object?,,/questions/41206286/how-to-clone-old-builder-to-make-a-new-builder-object,java
613,Unexpected behavior in C,,/questions/41206285/unexpected-behavior-in-c,c
614,Redirect form with 302,,/questions/41206277/redirect-form-with-302,php
615,Restrict places autocomplete results to within COUNTRY and STATE,,/questions/41206185/restrict-places-autocomplete-results-to-within-country-and-state,json
616,jQuery Lazy horizontal data-src load fade or animate loading image,,/questions/41206183/jquery-lazy-horizontal-data-src-load-fade-or-animate-loading-image,fadein
617,What if I know the answer to something interviewer has asked me?,,/questions/41206182/what-if-i-know-the-answer-to-something-interviewer-has-asked-me,coding-style
618,ggplot: Multiple years on same plot by month,,/questions/41206181/ggplot-multiple-years-on-same-plot-by-month,r
619,Fuse filesystem working on debug mode but not in normal mode,,/questions/41207610/fuse-filesystem-working-on-debug-mode-but-not-in-normal-mode,linux
620,"What does “char *str[] = {”piece“,”of“,”cake“};” mean?",,/questions/41207609/what-does-char-str-piece-of-cake-mean,c
621,Python Pandas: How to put result of DataFrame groupby in a data frame with new column name?,,/questions/41207608/python-pandas-how-to-put-result-of-dataframe-groupby-in-a-data-frame-with-new-c,python
622,`auth_basic off`is being ignored,,/questions/41206098/auth-basic-offis-being-ignored,php
623,Asset Management in Yii 2.0,,/questions/41206090/asset-management-in-yii-2-0,yii
624,Most pythonic way to initialize a dict,,/questions/41206089/most-pythonic-way-to-initialize-a-dict,python
625,"Google maps API, callback is not a function",,/questions/41206563/google-maps-api-callback-is-not-a-function,javascript
626,Is it possible to view Swift implementation code?,,/questions/41206560/is-it-possible-to-view-swift-implementation-code,swift
627,How can I get call graph with the code coverage for unit tests,,/questions/41206559/how-can-i-get-call-graph-with-the-code-coverage-for-unit-tests,angularjs
628,Check if a string contains only characters from a regular expression [duplicate],,/questions/41206546/check-if-a-string-contains-only-characters-from-a-regular-expression,python
629,How to create language option in Android project,,/questions/41206545/how-to-create-language-option-in-android-project,android
630,NameError uninitialized constant Model::Object,,/questions/41206393/nameerror-uninitialized-constant-modelobject,ruby-on-rails
631,Debugging with FirePhp,,/questions/41206389/debugging-with-firephp,php
632,Reference and pointers. Why we have them?,,/questions/41206388/reference-and-pointers-why-we-have-them,variables
633,C++ friend class of the same name in different levels of a nested namespace,,/questions/41206387/c-friend-class-of-the-same-name-in-different-levels-of-a-nested-namespace,c++
634,Android HttpURLConnection always unauthorized 401 response (Spring Boot REST API),,/questions/41206275/android-httpurlconnection-always-unauthorized-401-response-spring-boot-rest-api,java
635,Genetic Algorithm - Order of variables in a chromosome,,/questions/41206274/genetic-algorithm-order-of-variables-in-a-chromosome,genetic-algorithm
636,Passing data from fragment to servlet,,/questions/41206270/passing-data-from-fragment-to-servlet,android
637,CSS properties is not appliying to Bootstrap in Spring MVC jsp,,/questions/41206269/css-properties-is-not-appliying-to-bootstrap-in-spring-mvc-jsp,html
638,Socket Time Out Exception in Android N,,/questions/41206178/socket-time-out-exception-in-android-n,java
639,Overriding methods for defining custom model field in django,,/questions/41206176/overriding-methods-for-defining-custom-model-field-in-django,python
640,Want to create an bash alias which accepts function with argument,,/questions/41206175/want-to-create-an-bash-alias-which-accepts-function-with-argument,linux
641,how to call a function within every 5 seconds? [on hold],,/questions/41207606/how-to-call-a-function-within-every-5-seconds,javascript
642,"Node js, socket.io and ffmpeg multiple connection error",,/questions/41207601/node-js-socket-io-and-ffmpeg-multiple-connection-error,javascript
643,detach() isn't removing element dom4j,,/questions/41207600/detach-isnt-removing-element-dom4j,java
644,"Changing the coordinate system of nodes, without carrying the changes",,/questions/41207595/changing-the-coordinate-system-of-nodes-without-carrying-the-changes,opengl
645,PHP - MYSQL ZingChart Time is 7 hours ahead,,/questions/41206088/php-mysql-zingchart-time-is-7-hours-ahead,php
646,Summation in R and Excel are different using Google Adwords performance report data,,/questions/41206086/summation-in-r-and-excel-are-different-using-google-adwords-performance-report-d,r
647,How to automaticatically assign sudomain to users during registration,,/questions/41206084/how-to-automaticatically-assign-sudomain-to-users-during-registration,php
648,Attraction Force as coding,,/questions/41206083/attraction-force-as-coding,arrays
649,"Can a Windows Form be more attractive using VB.NEt?? If yes, then how? [on hold]",,/questions/41206543/can-a-windows-form-be-more-attractive-using-vb-net-if-yes-then-how,c#
650,Yii2 pretty url works on hosting but not locally,,/questions/41206542/yii2-pretty-url-works-on-hosting-but-not-locally,php
651,Enum indexes from string,,/questions/41206541/enum-indexes-from-string,vb.net
652,How to get the magic number from File in java,,/questions/41206540/how-to-get-the-magic-number-from-file-in-java,java
653,Check if contact is favourite in android,,/questions/41206385/check-if-contact-is-favourite-in-android,java
654,Using BeanShell Assersion for saving failed response,,/questions/41206379/using-beanshell-assersion-for-saving-failed-response,debugging
655,Threading error in python,,/questions/41206378/threading-error-in-python,python
656,Why this R dplyr getAges fails on ordered list?,,/questions/41206377/why-this-r-dplyr-getages-fails-on-ordered-list,r
657,CSS bug with Image on responsive web page,,/questions/41206265/css-bug-with-image-on-responsive-web-page,html
658,Insert a check box in html using QT,,/questions/41206264/insert-a-check-box-in-html-using-qt,html
659,How can i make Binding Source.Find work when textbox on change event,,/questions/41206263/how-can-i-make-binding-source-find-work-when-textbox-on-change-event,c#
660,Androud Studio plugging in detached libraries,,/questions/41206262/androud-studio-plugging-in-detached-libraries,android
661,Zsh takes a second to start?,,/questions/41206174/zsh-takes-a-second-to-start,zsh
662,How to send a message to a certain group chat using Visual Basic and Skype?,,/questions/41206173/how-to-send-a-message-to-a-certain-group-chat-using-visual-basic-and-skype,vb.net
663,Could not connect to host soap exception,,/questions/41207594/could-not-connect-to-host-soap-exception,php
664,chartist js on action selectors: finding coordinates for the ct-point element,,/questions/41207593/chartist-js-on-action-selectors-finding-coordinates-for-the-ct-point-element,jquery
665,multiprocess sub-function does not return any results,,/questions/41207591/multiprocess-sub-function-does-not-return-any-results,python
666,spring tool suite hovers selected tab how to turn it of?,,/questions/41207590/spring-tool-suite-hovers-selected-tab-how-to-turn-it-of,eclipse
667,is there any way to calculate speed using ADXL345 accelerometer using arduino?,,/questions/41207589/is-there-any-way-to-calculate-speed-using-adxl345-accelerometer-using-arduino,accelerometer
668,How do I display mysql table data on google chart api?,,/questions/41206080/how-do-i-display-mysql-table-data-on-google-chart-api,php
669,Understanding Angular data binding,,/questions/41206075/understanding-angular-data-binding,javascript
670,Generate infinite list from function results,,/questions/41206074/generate-infinite-list-from-function-results,algorithm
671,How to access an object created within a function from another function,,/questions/41206067/how-to-access-an-object-created-within-a-function-from-another-function,javascript
672,Summary row or dataframe,,/questions/41206538/summary-row-or-dataframe,python
673,Foreign key in one table have high read performance or another table with two primary key?,,/questions/41206535/foreign-key-in-one-table-have-high-read-performance-or-another-table-with-two-pr,mysql
674,What is protonect and can I run it?,,/questions/41206534/what-is-protonect-and-can-i-run-it,opencv
675,Using Ransack in rails for searching companies and associated categories,,/questions/41206531/using-ransack-in-rails-for-searching-companies-and-associated-categories,ruby-on-rails
676,What is AODMS on my computer taking up 90% of my CPU?,,/questions/41206373/what-is-aodms-on-my-computer-taking-up-90-of-my-cpu,performance
677,Convert String to Function name in GO? [duplicate],,/questions/41206370/convert-string-to-function-name-in-go,go
678,Buffer overflow or something else,,/questions/41206367/buffer-overflow-or-something-else,c
679,Python Pip install error with: flask-mysqldb,,/questions/41206366/python-pip-install-error-with-flask-mysqldb,python
680,time complexity issues of my program,,/questions/41206365/time-complexity-issues-of-my-program,python
681,Getting a 415 Unsupported Media Type error when posting an ASP.NET Core MVC form with unobtrusive ajax,,/questions/41206362/getting-a-415-unsupported-media-type-error-when-posting-an-asp-net-core-mvc-form,jquery
682,redirect to a servlet when a url/link sent to user in email is clicked,,/questions/41206261/redirect-to-a-servlet-when-a-url-link-sent-to-user-in-email-is-clicked,java
683,Finding the a subgraph that is a binary tree and contains all nodes,,/questions/41206260/finding-the-a-subgraph-that-is-a-binary-tree-and-contains-all-nodes,algorithm
684,"React Native - set content position instantly, avoid slow scroll",,/questions/41206257/react-native-set-content-position-instantly-avoid-slow-scroll,reactjs
685,Coding software alternatives?,,/questions/41206172/coding-software-alternatives,coda
686,how to check if a string contains any form of an apostrophe not just single quote and ruby,,/questions/41206170/how-to-check-if-a-string-contains-any-form-of-an-apostrophe-not-just-single-quot,ruby
687,How to insert Data into DB table from Dynamically Created Table via AJAX in mvc5,,/questions/41207586/how-to-insert-data-into-db-table-from-dynamically-created-table-via-ajax-in-mvc5,mysql
688,How can I turn off cv2.rectangle() drawing function for subsequent images?,,/questions/41207584/how-can-i-turn-off-cv2-rectangle-drawing-function-for-subsequent-images,opencv
689,"Python lambda for loop twice, TypeError: 'generator' object is not callable occur",,/questions/41206065/python-lambda-for-loop-twice-typeerror-generator-object-is-not-callable-occu,python
690,"Best Practices Using Docker Across DEV, QA, PROD",,/questions/41206063/best-practices-using-docker-across-dev-qa-prod,git
691,"In a Ruby gem, is it possible to have executables written in other languages?",,/questions/41206061/in-a-ruby-gem-is-it-possible-to-have-executables-written-in-other-languages,ruby
692,Groovy's @Grab HEAD request with basic auth fails with 401 - Unauthorized,,/questions/41206529/groovys-grab-head-request-with-basic-auth-fails-with-401-unauthorized,groovy
693,transaction : except or on e:exception?,,/questions/41206525/transaction-except-or-on-eexception,delphi
694,Java: Use resource in try with resource statement that was created before,,/questions/41206524/java-use-resource-in-try-with-resource-statement-that-was-created-before,java
695,Button in UITableView hierarchy UITest,,/questions/41206523/button-in-uitableview-hierarchy-uitest,ios
696,Access response from asynchronous function [duplicate],,/questions/41206361/access-response-from-asynchronous-function,ios
697,How incoming data is distributed among tabs in a browser?,,/questions/41206360/how-incoming-data-is-distributed-among-tabs-in-a-browser,networking
698,DHTML Scheduler with jquery autocomplete,,/questions/41206353/dhtml-scheduler-with-jquery-autocomplete,json
699,System.NullReferenceException when adding a value to parameter,,/questions/41206258/system-nullreferenceexception-when-adding-a-value-to-parameter,c#
700,Convert pyspark.sql.dataframe.DataFrame type Dataframe to Dictionary,,/questions/41206255/convert-pyspark-sql-dataframe-dataframe-type-dataframe-to-dictionary,python
701,Sidenav that only appears on mobile devices,,/questions/41206254/sidenav-that-only-appears-on-mobile-devices,jquery
702,How to set WebView in adapter from a webview list in android?,,/questions/41206251/how-to-set-webview-in-adapter-from-a-webview-list-in-android,android
703,How to perform TPC-C transactions in Java by using MongoDB as a database?,,/questions/41206168/how-to-perform-tpc-c-transactions-in-java-by-using-mongodb-as-a-database,java
704,send and receive XML via HTTP POST method in Android (REST API),,/questions/41206166/send-and-receive-xml-via-http-post-method-in-android-rest-api,android
705,Google Sheets Script Wildcards,,/questions/41207583/google-sheets-script-wildcards,google-spreadsheet
706,Available Miicrosoft Cognitive regions,,/questions/41207579/available-miicrosoft-cognitive-regions,microsoft-cognitive
707,End a task that has a ui updated inside the task C#,,/questions/41207578/end-a-task-that-has-a-ui-updated-inside-the-task-c-sharp,c#
708,How to make a mobile Java application to run in a Samsung java phone,,/questions/41207576/how-to-make-a-mobile-java-application-to-run-in-a-samsung-java-phone,java
709,HttpServlet contracts for doGet and doPost,,/questions/41207575/httpservlet-contracts-for-doget-and-dopost,java
710,What exactly does synchronizedMap() do?,,/questions/41206059/what-exactly-does-synchronizedmap-do,java
711,How can I display <TAB> as bars in vim,,/questions/41206522/how-can-i-display-tab-as-bars-in-vim,linux
712,Why Is My Network Operation Taking Forever?,,/questions/41206519/why-is-my-network-operation-taking-forever,nsoperation
713,How do I safely call an async method from EF's non-async SaveChanges?,,/questions/41206510/how-do-i-safely-call-an-async-method-from-efs-non-async-savechanges,c#
714,NodeJS - Hash a file stream using promises,,/questions/41206509/nodejs-hash-a-file-stream-using-promises,node.js
715,Java concurrent modification across threads,,/questions/41206348/java-concurrent-modification-across-threads,java
716,"Error:(22, 0) Could not find method android() for arguments [build_4qvt5bnf7om77zwaypm0d47tx$_run_closure3@7c6d4379] on root project",,/questions/41206342/error22-0-could-not-find-method-android-for-arguments-build-4qvt5bnf7om77,java
717,How to write a Java function [on hold],,/questions/41206341/how-to-write-a-java-function,java
718,How to use parameter inside function without passing?,,/questions/41206250/how-to-use-parameter-inside-function-without-passing,php
719,Does reading multiple files & collect bring them to driver in spark,,/questions/41206247/does-reading-multiple-files-collect-bring-them-to-driver-in-spark,apache-spark
720,Moving the mouse pointer to the cursor,,/questions/41206243/moving-the-mouse-pointer-to-the-cursor,autohotkey
721,"I am Using ESP8266 module, can anyone make me understand difference between Station and AP mode",,/questions/41206242/i-am-using-esp8266-module-can-anyone-make-me-understand-difference-between-stat,wifi
722,IntelliJ Idea unable to execute java Program,,/questions/41206165/intellij-idea-unable-to-execute-java-program,java
723,using MPI for parallel recovery in Distributed File System (e.g. HDFS),,/questions/41206157/using-mpi-for-parallel-recovery-in-distributed-file-system-e-g-hdfs,hdfs
724,How do I insert data into oracle's application express?,,/questions/41206155/how-do-i-insert-data-into-oracles-application-express,sql
725,Smart router to containers,,/questions/41207573/smart-router-to-containers,web
726,Set an Android Studio package as source,,/questions/41207570/set-an-android-studio-package-as-source,android-studio
727,How to get a domain with multiples points?,,/questions/41207568/how-to-get-a-domain-with-multiples-points,web
728,“Expected string default value for `--jbuilder`; got true (boolean)” error in a new rails project,,/questions/41207432/expected-string-default-value-for-jbuilder-got-true-boolean-error-in-a,ruby-on-rails
